ids, screen_name, inreplyto, favorite, location,text
4303485095,WizePenguin,,0,AUSTRALIA Tasmania,"RT @WizePenguin: Chaotic Afghanistan withdrawal was a Joe Biden move' https://t.co/NB4bRIq5hJ 
SKY NEWS / KENNY, this is ONLY your self"
4810859143,SarughG,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
84383317,Bethorama0526,,0,United States,"RT @PRAISETRIUNEGOD: The Q nobody wants to ASK, or answer: What if Biden's #Afghanistan fiasco tragedy was NOT due to incompetence BUT due"
58936052,Haquers,,0,Freed Britannia,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
485260360,patvgarst,,0,"Florida, USA","RT @Chicago1Ray: If Illegals can file suit on the (U.S) Govt for being separated from their families 

Then the so the fuck can Americans t"
1.14E+18,RonaldP96617678,,0,"Roscoe, IL",Sen. Josh Hawley revealed this week that President Joe Biden ordered his administration to fill up American evacuat https://t.co/LKHDpmcohb
1.40E+18,Tklmanners17,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
8.05E+17,Keeponfracking,,0,"Florida, USA","RT @Chicago1Ray: If Illegals can file suit on the (U.S) Govt for being separated from their families 

Then the so the fuck can Americans t"
29103393,Lmstone19,,0,#BostonStrong   #Merica,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
21360968,backyardconserv,,0,Ex-Chicago. Cville/flyover MN,"RT @TheFirstonTV: Remember @jrpsaki saying Americans are ""not stranded"" in Afghanistan?

We now know that there are STILL around 450 Americ"
3227582048,TrustedTasks,,0,"Philadelphia, PA","RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
21360968,backyardconserv,,0,Ex-Chicago. Cville/flyover MN,"RT @Kredo0: DISCLOSED: Biden Ordered Afghanistan Evacuation Flights Be Filled to 'Excess' With Unvetted Refugees, Internal Admin Directive"
8.16E+17,AndreaCrowe9,,0,Somewhere on this planet,RT @Kredo0: DISCLOSED: Biden Admin Knowingly Lied for Months About Number of Americans Abandoned in Afghanistan -- State Dept admits in off
208750348,PatriotJ20,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
105523171,sonmanvb,,0,"Omaha, NE","RT @bennyjohnson: Today is Thursday, October 28th 2021 and there are still Americans trapped in Afghanistan because Joe Biden abandoned the"
612681531,SGrulaw,,0,,"RT @Chicago1Ray: If Illegals can file suit on the (U.S) Govt for being separated from their families 

Then the so the fuck can Americans t"
1.31E+18,EnglishLionhea1,,0,Blackpool England,"RT @Chicago1Ray: If Illegals can file suit on the (U.S) Govt for being separated from their families 

Then the so the fuck can Americans t"
277325434,lovvvveerrrr,,0,USA,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
8129032,PRAISETRIUNEGOD,,0,#Trump2024 🇺🇸,"RT @PRAISETRIUNEGOD: The Q nobody wants to ASK, or answer: What if Biden's #Afghanistan fiasco tragedy was NOT due to incompetence BUT due"
1.43E+18,AfghanKobold88,,0,,RT @RonnyJacksonTX: I encourage EVERY American to hang a yellow ribbon on their home or in their yard to stand in solidarity with the trapp
1.31E+18,elizabetty_e,,0,Nope/noneya,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
1.27E+18,gambi_c,,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.35E+18,ClyburnRandy,,0,,"RT @Chicago1Ray: If Illegals can file suit on the (U.S) Govt for being separated from their families 

Then the so the fuck can Americans t"
73672728,stacnra,,0,,"RT @Chicago1Ray: If Illegals can file suit on the (U.S) Govt for being separated from their families 

Then the so the fuck can Americans t"
939190178,YMaslavi,,0,United States,"RT @Chicago1Ray: If Illegals can file suit on the (U.S) Govt for being separated from their families 

Then the so the fuck can Americans t"
1.19E+18,lydia35656790,,0,,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
2989005148,Big_T_in_the_OC,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
92366836,LDVBU,,0,Ohio,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
191614622,brentanddebbie,,0,"Ozark, MO","RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
21772402,RotoRooter36,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.38E+18,PuddinandP,,0,AMERICAN GIRL ,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
9.28E+17,SammirSouza,,0,"Salvador, Brasil","RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
1.05E+18,naderehsani12,,0,,"RT @mdubowitz: What Iran Has Learned From Bidens Afghanistan Debacle

Like other adversaries, it is more emboldened, willing to take more"
126759489,d_electropolis,,0,New Jeruz,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
261022418,pinpuller,,0,,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
253405785,DeezInDetroit,,0,Midwest/Florida/Texas,"RT @Chicago1Ray: If Illegals can file suit on the (U.S) Govt for being separated from their families 

Then the so the fuck can Americans t"
752256140,miltyhonza,,0,,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
1109471016,TravlrSuz,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.08E+18,teedub504,,0,,Biden left Americans to die in Afghanistan.
7.75E+17,christina_7mrs,,0,,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
1.02E+18,tatsumoto_ft,,0,,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
4479415645,GhostWritingUSA,,0,"Los Angeles, CA","RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
8.71E+17,GmThompson7,,0,Angola IN,"RT @seanhannity: Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDEN to PR"
9.38E+17,PSM_Tugs,SenatorHassan,0,,@SenatorHassan Just imagine what it feels like to be abandoned by Maggie Hassan and Biden in Afghanistan!  You left https://t.co/Y4hpMf5ELq
13283002,HunterRay,,0,Land of the Free ,RT @Cernovich: @GretchenCarlson You're more upset about a movie than those kids the Pentagon killed in a drone strike to cover up Biden's i
41634520,seanhannity,,1481,"New York, USA","Historic inflation... rising gas prices... Americans in Afghanistan... crime... Border chaos... GDP at 2%... 

BIDE https://t.co/29pPgopg1K"
1.34E+18,susann95624993,,0,,"RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
1.14E+18,BasedCyborg,,0,United States,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.41E+18,suzeq75711615,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.41E+18,Calan_Mai,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1931773550,GrimmHorror,,0,PRO TRUMP #MAGA,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
8.24E+17,Dentonreen,,0,"Nevada, USA","RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
261785513,esferaceleste,,0,,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
1.39E+18,LisaMcC42451573,,0,"Sanctuary Dump, Midwest ",RT @HawleyMO: NEWS: This email was shared w/ me by an American official present jn Afghanistan during the evacuation who was shocked by Adm
7.73E+17,RoslynMRushing,,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.45E+18,EnosJill,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
235173460,1Atsuhimerose2,,0,🇯🇵Japan: Kagoshima city 鹿児島市,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
1951019052,Gothamguardian1,,0,Trapped in Communist occupied Cuckada.,RT @Cernovich: @GretchenCarlson You're more upset about a movie than those kids the Pentagon killed in a drone strike to cover up Biden's i
2370628884,NoWayHome5,,0,,RT @RepLeeZeldin: President Biden's Afghanistan withdrawal was such a disaster the Pentagon is reportedly predicting terror groups could be
9.65E+17,seangrady314,,0,🇺🇸🇺🇸🇺🇸,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1084891549,ImDavidDunn,,0,FedexField/PhoneBooth/NatsPark,"While media focuses Bidens disapproval on Afghanistan, spending, &amp; internal Dem turmoil (all of which I discuss a https://t.co/X4ARMWvslc"
27127777,wendyhullfish,,0,"South Carolina, USA",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.18E+18,PeeWee91197678,,0,"DeBary, FL   Rio","RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
8.93E+17,SERENAWINDS0R,blaireerskine,0,🤷🏻‍♀️,@blaireerskine @blaireerskine oh my!  but do you remember when Biden left Americans stranded in Afghanistan when h https://t.co/Jr1X5Xy6ut
9.60E+17,TeresaSommerfe1,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
260758119,priority,,0,,"RT @RepGregSteube: Biden's State Department just issued new gender-neutral passports.

What about getting passports to the hundreds of Amer"
1.45E+18,LogisticsBtc,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
184346778,wlelandj,wlelandj,0,"Mississippi, USA","@RepJayapal Frankly, the Biden presidency is turning out to be the letdown I expected. There were glimmers of hope, https://t.co/z1BTJlWryb"
2514013644,104thSpringer,,0,,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.43E+18,Biden_Is_Lost,,0,,"RT @Jim_Jordan: Border crisis.
Inflation.
Afghanistan.
Critical Race Theory.
High gas prices.
Rising crime.
School board spying.
Cant find"
1413539029,Criostoir_Bmore,,0,Around the way,"RT @bennyjohnson: Today is Thursday, October 28th 2021 and there are still Americans trapped in Afghanistan because Joe Biden abandoned the"
1.43E+18,DenisDaly,DavQuinn,0,,"@DavQuinn There is much suffering by women in Afghanistan for sure. However, it is a fact that the US war on terror https://t.co/3SiVqkeJp3"
1.00E+18,BobNYC59,TrueBlueResists,1,"New York, NY",@TrueBlueResists Her guests and her segments on Afghanistan going after Biden were the last straw.  Nothing about T https://t.co/WnoE7alBzT
3260559733,FCNCGOP,,0,"Forsyth County, North Carolina","RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
33558742,agabus98,,0,South Carolina,TREASONOUS BIDEN REGIME ordered evacuation flights from Afghanistan to be filled to excess (more passengers than se https://t.co/32C7Wgj8w8
1.15E+18,blueyedlvrgirl,,0,"Ohio, USA","RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
1.18E+18,Neil92915798,,0,Greece maybe new zealand,"RT @EndiZentarmi: The policies of Biden and Trump are almost identical. The same tariffs, the sanctions, immigration, Huawei, Iran, China,"
11026262,bartb1067,,0,Somewhere in Pittsburgh,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.44E+18,DrTeufelsdrockh,,0,,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
3170697955,Humphrago,,0,"Washington, IL",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
115116322,SnydyMan,,0,FL Gulf Coast,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
970833145,MRkDarcangelo,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2312902755,DanOHerrin,,0,"Birmingham, AL Huntsville, AL",RT @BuzzPatterson: Your daily reminder that Americans are still trapped in Afghanistan because the Biden administration..
1.08E+18,93quart,,0,,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
9.54E+17,Lablover621,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.18E+18,LiKwongKuen1,,0,Occupied Hong Kong,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
1.39E+18,MrMorga24933765,,0,,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
1.02E+18,CatholicArena,,42,,"President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes o https://t.co/aPwBT2TKOA"
1400931038,Ivorpabst,DavQuinn,2,,"@DavQuinn Kabul was surrounded by the Taliban, &amp; the timeline had already been extended from May 1. Taliban threate https://t.co/OUHPEnOiiS"
1318301,bmorrissey,,2,Miami Beach,"I appreciate how even-keeled @DLeonhardt is in The Morning, but in this case the process matters. If Trump had to p https://t.co/MC0Rh2PguO"
3352920744,tmikie2015,,0,,RT @Cernovich: @GretchenCarlson You're more upset about a movie than those kids the Pentagon killed in a drone strike to cover up Biden's i
1.29E+18,Apaulothirteen1,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1620010466,ActionTime,,0,"Beautiful Vancouver,BC, Canada",RT @ActionTime: Absolutely NO Way Brutal #Taliban Will Get The Money #TalibanTerror #AfghanWomen #AfghanistanCrisis #Kabul #KabulhasFallen
1.37E+18,UsuallyRightt,,0,Scotland UK,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
21928699,jteismann,,0,"Washington, MO","RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
115116322,SnydyMan,,0,FL Gulf Coast,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
9.00E+17,HobdayTheLegend,,0,"West Virginia, USA",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.42E+18,Barbara757276,,0,"Maryland, USA",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
3320414294,mddewald,,0,"Washington, USA",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
284925640,ciszewsm,,1,"CT, USA",Has it been 76 days since Joe Biden abandoned Americans in Afghanistan?
342648097,owlsfan954,,0,Coral Springs Florida USA,RT @semcbride100: I for one support the current administrations pull out of troops from Afghanistan. If we where attempting to defeat an e
446377751,BarBQ_MACncheez,,0,,"RT @CoryMillsFL: 363 American citizens remain in Afghanistan.

176 are currently trying to leave.

The Biden Administration is nowhere to b"
19920321,smlrun,NewDay,0,"Washington, DC",@NewDay what trash elitist take from David Sanger America is back Biden did right to withdraw from Afghanistan. Gue https://t.co/VuGkM7QbxN
8.71E+17,carrieholmesB,,0,,"RT @elianayjohnson: In an off-the-record conversation with congressional aides, the Biden administration now says it left nearly 400 Americ"
1.24E+18,provider808,,0,Hawai'i,RT @HawleyMO: NEWS: This email was shared w/ me by an American official present jn Afghanistan during the evacuation who was shocked by Adm
1.38E+18,retrogr35664579,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2314296877,iknowrightk,,0,,"RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
1.15E+18,baber_naqvi,,0,,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
750652153,AnthonyAbides,,0,Heart of the Bluegrass,"RT @JerryDunleavy: NEW: Despite all evidence to the contrary, Garland said he doesn't know if the threat posed by al-Qaeda in Afghanistan w"
1973094385,snowman10022002,,0,hockey town ND,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
308275855,WRudhman,,0,"Ohio, USA",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
329791991,angieLovesUSA,,0,United States,"RT @domenicadelia22: Now this is Appalling! A Afghan National Zabihullah Mohmand, has been arrested &amp; charged w/ a felony for raping a woma"
1.18E+18,Stillhe77170033,,0,,RT @RepLeeZeldin: President Biden's Afghanistan withdrawal was such a disaster the Pentagon is reportedly predicting terror groups could be
9.30E+17,OrganicApples63,,0,"Some beach, somewhere ",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
8.89E+17,TamaraW86146879,,0,"Virginia Beach, VA","RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
7.83E+17,heiser_jan,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.18E+18,leungmelvin1,,0,,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
286467155,Pamsta67,,0,Out There,RT @HawleyMO: NEWS: This email was shared w/ me by an American official present jn Afghanistan during the evacuation who was shocked by Adm
1.28E+18,BellaBe63637273,,0,,"RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
1.35E+18,D19z7,StephenKing,0,,@StephenKing That dog is surely living it up better than the hundreds of Americans still left behind in Afghanistan https://t.co/2BL88B8VSs
1.44E+18,YASSQUEEN13,,1,Paradise,please visit https://t.co/zY3smVvVcp #CIA #FBI #USAF #USARMY #PENTAGON #USNAVY #CANADA #CALGARY #EDMONTON https://t.co/5emYPzAmUu
1.41E+18,Cassand76234017,,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
7.06E+17,reagan80mom1,,0,,"RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
1.35E+18,D19z7,StephenKing,0,,"@StephenKing By the way, Americans still stranded in Afghanistan, the Americans Biden abandoned, have you all forgo https://t.co/pg8kwlMk5t"
9.15E+17,DodgerBill4,,0,Florida..Southerner by choice!,"RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
124417611,Suzume_chan007,,0,"Funabashi city, Chiba, JAPAN",Wicker Blasts Biden Blame Game on Afghanistan Withdrawal https://t.co/iu1H63GO8M @YouTube
1.31E+18,sickofinsanity,,0,"Texas, USA","RT @CoryMillsFL: 363 American citizens remain in Afghanistan.

176 are currently trying to leave.

The Biden Administration is nowhere to b"
1.43E+18,xxhiattexx,,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.44E+18,leyli_sadat,,0,Geneva,RT @IvoTONIUT: What happens in #Afghanistan is the fault of the whole world. Religious leaders are also part of the World and have shown th
1931773550,GrimmHorror,,0,PRO TRUMP #MAGA,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
8.24E+17,Dentonreen,,0,"Nevada, USA","RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
261785513,esferaceleste,,0,,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
1.39E+18,LisaMcC42451573,,0,"Sanctuary Dump, Midwest ",RT @HawleyMO: NEWS: This email was shared w/ me by an American official present jn Afghanistan during the evacuation who was shocked by Adm
7.73E+17,RoslynMRushing,,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.45E+18,EnosJill,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
235173460,1Atsuhimerose2,,0,🇯🇵Japan: Kagoshima city 鹿児島市,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
1951019052,Gothamguardian1,,0,Trapped in Communist occupied Cuckada.,RT @Cernovich: @GretchenCarlson You're more upset about a movie than those kids the Pentagon killed in a drone strike to cover up Biden's i
2370628884,NoWayHome5,,0,,RT @RepLeeZeldin: President Biden's Afghanistan withdrawal was such a disaster the Pentagon is reportedly predicting terror groups could be
9.65E+17,seangrady314,,0,🇺🇸🇺🇸🇺🇸,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1084891549,ImDavidDunn,,0,FedexField/PhoneBooth/NatsPark,"While media focuses Bidens disapproval on Afghanistan, spending, &amp; internal Dem turmoil (all of which I discuss a https://t.co/X4ARMWvslc"
27127777,wendyhullfish,,0,"South Carolina, USA",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.18E+18,PeeWee91197678,,0,"DeBary, FL   Rio","RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
8.93E+17,SERENAWINDS0R,blaireerskine,0,🤷🏻‍♀️,@blaireerskine @blaireerskine oh my!  but do you remember when Biden left Americans stranded in Afghanistan when h https://t.co/Jr1X5Xy6ut
9.60E+17,TeresaSommerfe1,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
260758119,priority,,0,,"RT @RepGregSteube: Biden's State Department just issued new gender-neutral passports.

What about getting passports to the hundreds of Amer"
1.45E+18,LogisticsBtc,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
184346778,wlelandj,wlelandj,0,"Mississippi, USA","@RepJayapal Frankly, the Biden presidency is turning out to be the letdown I expected. There were glimmers of hope, https://t.co/z1BTJlWryb"
2514013644,104thSpringer,,0,,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.43E+18,Biden_Is_Lost,,0,,"RT @Jim_Jordan: Border crisis.
Inflation.
Afghanistan.
Critical Race Theory.
High gas prices.
Rising crime.
School board spying.
Cant find"
1413539029,Criostoir_Bmore,,0,Around the way,"RT @bennyjohnson: Today is Thursday, October 28th 2021 and there are still Americans trapped in Afghanistan because Joe Biden abandoned the"
1.43E+18,DenisDaly,DavQuinn,0,,"@DavQuinn There is much suffering by women in Afghanistan for sure. However, it is a fact that the US war on terror https://t.co/3SiVqkeJp3"
1.00E+18,BobNYC59,TrueBlueResists,1,"New York, NY",@TrueBlueResists Her guests and her segments on Afghanistan going after Biden were the last straw.  Nothing about T https://t.co/WnoE7alBzT
3260559733,FCNCGOP,,0,"Forsyth County, North Carolina","RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
33558742,agabus98,,0,South Carolina,TREASONOUS BIDEN REGIME ordered evacuation flights from Afghanistan to be filled to excess (more passengers than se https://t.co/32C7Wgj8w8
1.15E+18,blueyedlvrgirl,,0,"Ohio, USA","RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
1.18E+18,Neil92915798,,0,Greece maybe new zealand,"RT @EndiZentarmi: The policies of Biden and Trump are almost identical. The same tariffs, the sanctions, immigration, Huawei, Iran, China,"
11026262,bartb1067,,0,Somewhere in Pittsburgh,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.44E+18,DrTeufelsdrockh,,0,,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
3170697955,Humphrago,,0,"Washington, IL",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
115116322,SnydyMan,,0,FL Gulf Coast,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
970833145,MRkDarcangelo,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2312902755,DanOHerrin,,0,"Birmingham, AL Huntsville, AL",RT @BuzzPatterson: Your daily reminder that Americans are still trapped in Afghanistan because the Biden administration..
1.08E+18,93quart,,0,,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
9.54E+17,Lablover621,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.18E+18,LiKwongKuen1,,0,Occupied Hong Kong,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
1.39E+18,MrMorga24933765,,0,,"RT @CatholicArena: President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes only w"
1.02E+18,CatholicArena,,42,,"President of the United States of America, Joe Biden, has arrived at the Vatican. 

The controversial visit comes o https://t.co/aPwBT2TKOA"
1400931038,Ivorpabst,DavQuinn,2,,"@DavQuinn Kabul was surrounded by the Taliban, &amp; the timeline had already been extended from May 1. Taliban threate https://t.co/OUHPEnOiiS"
1318301,bmorrissey,,2,Miami Beach,"I appreciate how even-keeled @DLeonhardt is in The Morning, but in this case the process matters. If Trump had to p https://t.co/MC0Rh2PguO"
3352920744,tmikie2015,,0,,RT @Cernovich: @GretchenCarlson You're more upset about a movie than those kids the Pentagon killed in a drone strike to cover up Biden's i
1.29E+18,Apaulothirteen1,,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
